Institution,Longitude,Latitude
Northeastern University,-71.088782,42.339991999999995
Northern Essex Community College,-71.04904,42.796634000000005
College of Our Lady of the Elms,-72.601541,42.14179
Pine Manor College,-71.156464,42.320827
Pope St John XXIII National Seminary,-71.311059,42.339408
Quincy College,-71.003476,42.252416
Quinsigamond Community College,-71.79503000000001,42.313790000000004
Regis College,-71.309126,42.351105
Roxbury Community College,-71.09549,42.329249
Saint John's Seminary,-71.161998,42.344146
Salem State University,-70.89023399999999,42.503575
Salter College-West Boylston,-71.787915,42.350662
Simmons College,-71.099967,42.3393
Bard College at Simon's Rock,-73.38000799999999,42.209241
Smith College,-72.638097,42.318111
Southeastern Technical Institute,-71.081227,42.010312
Springfield College,-72.556751,42.101576
Springfield Technical Community College,-72.581598,42.108393
University of Massachusetts-Dartmouth,-71.004552,41.62869
Stonehill College,-71.080632,42.05905
Suffolk University,-71.061788,42.358944
Rob Roy Academy-Taunton,-71.091966,41.901945
Tufts University,-71.120316,42.408465
Wellesley College,-71.306605,42.291554
Wentworth Institute of Technology,-71.094983,42.336632
Western New England University,-72.520466,42.115017
Westfield State University,-72.795673,42.131589
Wheaton College,-71.184167,41.966813
Wheelock College,-71.106412,42.341753000000004
Williams College,-73.203132,42.712725
Worcester Polytechnic Institute,-71.808339,42.274853
Worcester State University,-71.84401899999999,42.267534000000005
Adrian College,-84.061481,41.898590999999996
Albion College,-84.745639,42.245049
Hillsdale Beauty College,-84.631429,41.918718
Northwestern Technological Institute,-83.238529,42.469188
Alma College,-84.672053,43.38004
Alpena Community College,-83.44506899999999,45.081647
Andrews University,-86.355815,41.963859
Aquinas College,-85.628785,42.960190000000004
Baker College,-83.69467900000001,42.974764
Bay de Noc Community College,-87.085228,45.772586
Bayshire Academy of Beauty Craft Inc,-83.88895,43.599758
Cadillac Institute of Cosmetology,-85.400684,44.251343
Calvin College,-85.587548,42.929916
Calvin Theological Seminary,-85.586439,42.927951
Carnegie Institute,-83.118801,42.53889
Michigan School of Professional Psychology,-83.359575,42.491427
Central Michigan University,-84.77525,43.591203
Mott Community College,-83.67243,43.019940999999996
Empire Beauty School-Michigan,-85.691067,43.028642
Cleary University,-83.879987,42.586638
Concordia University-Ann Arbor,-83.68268,42.273157
Cranbrook Academy of Art,-83.250681,42.568903999999996
College for Creative Studies,-83.062352,42.361839
Davenport University,-85.533519,42.850013
David Pressley School of Cosmetology,-83.146008,42.479729
Delta College,-83.985943,43.559490999999994
Detroit Business Institute-Downriver,-83.191212,42.168682000000004
Michigan State University-College of Law,-84.47352,42.725733
MIAT College of Technology,-83.44550699999999,42.286324
University of Detroit Mercy,-83.139158,42.414221999999995
Dorsey Business Schools-Madison Heights,-83.10763100000001,42.525318
Dorsey Business Schools-Southgate,-83.215663,42.213026
Eastern Michigan University,-83.622501,42.24694
Creative Hair School of Cosmetology,-83.7363,43.072644
Ferris State University,-85.481925,43.687723999999996
Flint Institute of Barbering Inc,-83.73911,43.027339000000005
Glen Oaks Community College,-85.49692900000001,41.892503999999995
Kettering University,-83.71282,43.012468
Gogebic Community College,-90.165592,46.471893
Grace Bible College,-85.692077,42.919540999999995
Cornerstone University,-85.59532800000001,42.979966
Grand Rapids Community College,-85.665625,42.967076
Grand Valley State University,-85.889826,42.963001
Great Lakes Christian College,-84.63871400000001,42.754249
Henry Ford College,-83.236056,42.324639000000005
Hillsdale College,-84.633195,41.933682
Hope College,-86.102089,42.787298
ITT Technical Institute-Wyoming,-85.712214,42.854381
Jackson College,-84.403942,42.16483
Kalamazoo College,-85.601857,42.290789000000004
Kalamazoo Valley Community College,-85.682144,42.225947999999995
Kellogg Community College,-85.177329,42.335638
Kirtland Community College,-84.413388,44.490753000000005
Michigan College of Beauty-Monroe,-83.407005,41.907014000000004
Lake Michigan College,-86.393445,42.097276
Lake Superior State University,-84.365573,46.492849
Lansing Community College,-84.553315,42.737719
Lawrence Technological University,-83.25003000000001,42.474072
M J Murphy Beauty College of Mount Pleasant,-84.777927,43.60429
Macomb Community College,-82.97237700000001,42.505990000000004
Madonna University,-83.40472199999999,42.384322999999995
Marygrove College,-83.15410899999999,42.414415000000005
Rochester College,-83.144959,42.667521
University of Michigan-Ann Arbor,-83.742769,42.275921000000004
Michigan Barber School Inc,-83.128883,42.365023
Michigan State University,-84.476111,42.73212
Michigan Technological University,-88.54809200000001,47.11866
University of Michigan-Dearborn,-83.23141700000001,42.317287
University of Michigan-Flint,-83.690276,43.01875
Mid Michigan Community College,-84.763715,43.969586
Monroe County Community College,-83.470274,41.91617
Montcalm Community College,-85.100181,43.253190999999994
Mr Bela's School of Cosmetology Inc,-83.065551,42.490388
Muskegon Community College,-86.196384,43.250329
Altierus Career Education-Southfield,-83.261379,42.448285999999996
North Central Michigan College,-84.954183,45.361727
Northern Michigan University,-87.40656800000001,46.559751
Paul Mitchell the School-Escanaba,-87.069482,45.766847999999996
Northwestern Michigan College,-85.58551700000001,44.765436
Northwood University,-84.27682,43.628717
Oakland Community College,-83.244787,42.595440999999994
Oakland University,-83.216418,42.674572999999995
Olivet College,-84.923891,42.442890999999996
Port Huron Cosmetology College,-83.398624,42.700677
Kuyper College,-85.59265699999999,43.02195
Ross Medical Education Center-Lansing,-84.605807,42.741855
Ross Medical Education Center-Madison Heights,-83.107692,42.508189
Ross Medical Education Center-Flint,-83.751751,42.986442
Sacred Heart Major Seminary,-83.111682,42.375248
Saginaw Valley State University,-83.96427299999999,43.511759999999995
Schoolcraft College,-83.43095799999999,42.419278999999996
Siena Heights University,-84.01884100000001,41.905623999999996
St Clair County Community College,-82.428717,42.979494
Southwestern Michigan College,-86.08271500000001,41.965095
Specs Howard School of Media Arts,-83.23930899999999,42.459245
Spring Arbor University,-84.556074,42.206568
Michigan Career and Technical Institute,-85.517049,42.504599
Finlandia University,-88.588756,47.127868
Western Michigan University-Thomas M. Cooley Law School,-84.554429,42.731
Twin City Beauty College,-86.47655,42.071099
Walsh College of Accountancy and Business Administration,-83.14719699999999,42.573888000000004
Washtenaw Community College,-83.66559000000001,42.26361
Wayne County Community College District,-83.054497,42.327299
Wayne State University,-83.068998,42.358994
West Shore Community College,-86.336122,44.008511999999996
Paul Mitchell the School-Grand Rapids,-85.59660500000001,42.910707
Western Michigan University,-85.613759,42.282194
Western Theological Seminary,-86.10324,42.786246000000006
Wright Beauty Academy,-85.19696,42.308774
Academy College,-93.299809,44.855722
Alexandria Technical & Community College,-95.37236899999999,45.873107
American Indian OIC Inc,-93.246155,44.961993
Anoka Technical College,-93.416087,45.216709
Anoka-Ramsey Community College,-93.351697,45.172978
Augsburg University,-93.240436,44.966307
Riverland Community College,-92.995626,43.676271
Northwest Technical College,-94.853974,47.452652
Bemidji State University,-94.874119,47.482341
Bethany Lutheran College,-93.99080500000001,44.166649
Bethel University,-93.161663,45.057655
Bethel Seminary-St Paul,-93.16318000000001,45.060071
Central Lakes College-Brainerd,-94.21426600000001,46.345863
Carleton College,-93.154666,44.462317999999996
Concordia College at Moorhead,-96.76749000000001,46.862482
Concordia University-Saint Paul,-93.154861,44.949759
Dakota County Technical College,-93.07805,44.737255
Martin Luther College,-94.472326,44.30526
Lake Superior College,-92.145151,46.78455
Cosmetology Careers Unlimited College of Hair Skin and Nails,-92.100581,46.785596000000005
Duluth Business University,-92.157675,46.741732
Minnesota State Community and Technical College,-96.097321,46.289194
Minnesota West Community and Technical College,-95.56172,44.80755
Gustavus Adolphus College,-93.972196,44.323626000000004
Hamline University,-93.164479,44.966246000000005
Hazelden Betty Ford Graduate School of Addiction Studies,-92.805285,45.375319
Hennepin Technical College,-93.397759,45.096534000000005
Cosmetology Careers Unlimited College of Hair Skin and Nails,-92.922728,47.419562
Hibbing Community College,-92.92169799999999,47.422360999999995
Aveda Institute-Minneapolis,-93.253713,44.987863
Inver Hills Community College,-93.055255,44.828599
Itasca Community College,-93.49555,47.241919
The Art Institutes International-Minnesota,-93.276527,44.975884
Luther Seminary,-93.196422,44.984629
Macalester College,-93.168053,44.938565000000004
South Central College,-94.047428,44.174319
Minnesota State University-Mankato,-93.99945,44.146712
Mayo Clinic School of Medicine,-92.46642800000001,44.02215
Mayo Clinic School of Health Sciences,-92.466656,44.022784
Argosy University-Twin Cities,-93.173867,44.837291
Mesabi Range College,-92.549092,47.524561
Metropolitan State University,-93.074361,44.957256
University of Minnesota-Twin Cities,-93.23546400000001,44.972851
University of Minnesota-Crookston,-96.606188,47.802535999999996
Minneapolis Business College,-93.173041,45.006831
Minneapolis College of Art and Design,-93.27470500000001,44.956988
Minneapolis Community and Technical College,-93.28450699999999,44.972679
Herzing University-Minneapolis,-93.366502,45.056259000000004
Minnesota School of Cosmetology-Woodbury Campus,-92.973998,44.924692
University of Minnesota-Duluth,-92.084385,46.817126
University of Minnesota-Morris,-95.901756,45.589828999999995
Model College of Hair Design,-94.159447,45.55773
Minnesota State University Moorhead,-96.759532,46.867153
North Hennepin Community College,-93.37453599999999,45.106937
National American University-Roseville,-93.16265899999999,45.009443
Sanford-Brown College-Mendota Heights,-93.163872,44.86486
Normandale Community College,-93.331673,44.829706
North Central University,-93.261511,44.968625
Northland Community and Technical College,-96.162366,48.124969
University of Northwestern-St Paul,-93.167822,45.033703
Northwestern Health Sciences University,-93.311222,44.850963
Oak Hills Christian College,-94.901503,47.425836
Pine Technical & Community College,-92.968283,45.818667
Rainy River Community College,-93.43160300000001,48.590001
Rochester Community and Technical College,-92.42321,44.014488
College of Saint Benedict,-94.319888,45.561792
St Cloud Technical and Community College,-94.175841,45.579065
Saint Cloud State University,-94.15265699999999,45.553227
Saint Johns University,-94.393621,45.580075
Saint Mary's University of Minnesota,-91.695449,44.044736
St Olaf College,-93.182039,44.461529
Crown College,-93.74301899999999,44.885393
The College of Saint Scholastica,-92.106134,46.816082
University of St Thomas,-93.188986,44.943439
Empire Beauty School-Bloomington,-93.287367,44.827459999999995
St Catherine University,-93.183761,44.924926
Rasmussen College-Minnesota,-94.206254,45.548117
Saint Paul College,-93.109646,44.949186
Southwest Minnesota State University,-95.759548,44.45373
Summit Academy Opportunities Industrialization Center,-93.292776,44.983569
United Theological Seminary of the Twin Cities,-93.226,45.058244
Vermilion Community College,-91.837777,47.905184000000006
Dunwoody College of Technology,-93.29060799999999,44.972809999999996
Ridgewater College,-95.07305,45.138313000000004
Minnesota State College Southeast,-91.618318,44.024553999999995
Winona State University,-91.643723,44.046159
Mitchell Hamline School of Law,-93.138224,44.94202
Century College,-92.982105,45.041823
Alcorn State University,-91.142854,31.877215999999997
Belhaven University,-90.169228,32.318415
Blue Mountain College,-89.02924,34.672090000000004
Chris Beauty College,-89.077391,30.382294
Coahoma Community College,-90.568469,34.254417
Antonelli College-Jackson,-90.12297,32.328918
Copiah-Lincoln Community College,-90.400234,31.69272
Delta Beauty College,-91.03670100000001,33.398819
Delta State University,-90.735365,33.744745
